review,label
개 지존 핵 간지 스크린 수 가 부족한 아쉬 따름,1
정신 놓 봤 잼낭,1
개 쓰레기 코믹 범죄 오락 영화 핵 노잼 극혐 노답 폭망 감성 팔이 영화 만들 킬림 타임 용 봐 개떡 잼 없는 슈퍼 쓰레기 영화 쿵푸팬더 레버 넌트 앨빈 나중 데드풀봐야 이런 허 접 영화 만들 마세 시간 반 잤 돈 아까워,0
이건무 조건 봐 야한 년 영화 재밌다,1
보는 사람 계속 본 재밌었,1
마지막 넘 공유잘생겻드,1
정말 재밌게 봣습니,1
시원하게 보고 왓습,1
옆 좋아하는 여자 있는 보다 잤,0
진짜 감독 면상 대고 욕하고,0
스포 한 재미없,0
입던 점프 정석 전 극장 들어갈 때 점프 들어갔 근대 저 들어가는 분 꽤 있더 와우 저 위한 영화 와우 저 힘 후속 편이 만들어질 영화,1
오늘 광화문 촛불시위 하기 전 보고 왔 노무현 대통령 상식 있는 사회 더욱 그리운 날,1
나 걷고 택시 타고 전화 하는 제이슨 본 보러 간 아니 완전 폭망 수준,0
좀비 퀄 나름 괜찮 것 빼 별로 평점 준 사람 전혀 이해 안되 스토리 진짜 개노 말 안되는 설정 억지 장난 아니 억지 감동 이상한 배경음악 그냥 개 억지 평점 내려가야 합,0
시간 아깝 와우 광팬 아니 보지 셈,0
나은 암 재발 했,0
아이 재밌게 봤 국내 애니메이션 되어야,1
인천 닦 년판 오 인천,0
중간 지루해서 잠 와 혼났 나중 그냥 추석 케이블 봐 될 듯,0
예고편 재밌다 전체 허 술 하다,0
나 시간 돌려 달라,0
좋 정말 재밌게 본 같아,1
노무현 나라 위한 업적 없고 사람 좋 것 나옴 무슨 업적 없 당시 탄핵 해 대통령 못 먹겠 했 욕하더 젠 그리워함 박 그네 잠시 뒤 그리워할 국민 들임 우리나라 냄비 국민성,0
알바 줘 평점,0
졸잼 재밋 웃었,1
연상 호 감독 영화 모르는 사람 돼지 의왕 과 사이비 보고 다시 와 댓글 다시 부산 행 보다 배는 잼,1
하하 하하 쟁,1
영화 끝나고 사람 어이 없어,0
아마 제 점수 가장 적당한 점수 같네 보다 중반 부 봤,0
김고은 왜 자꾸 나오는 정말 싫다,0
최근 몇개 월간 본영 화중 최고 가슴 뜨겁 합,1
시나리오 작가 주일 밤샘 하고 머리 긁으 몰 죽어 한 영화,0
담 하게 써 내려간 실화,1
정말 뭐 이래 웃고 있다 뭐 이래 하면 공감 간다 뭐 이래 재미있게 보고 있다,1
속상하네 거 볼라 구 가게 일찍 닫고 심야 봤 가왜 네티즌 평점 보구 봤 개 후회함 거 재밌다 사람 최소 뇌 없는 사람 댓글알바 그만해 그게 너내 진심 이영화 보지 마세 진짜 후회합,0
그냥 어거지 끼워 맞춘 느낌 재미 없슴,0
대 배우 한 번 볼 수 있다 너무 좋 그 중 우리나라 배우 이병헌 너무나 자랑스럽,1
내 하고 일이 무엇 다시 한번 생각 해볼 수 있었 시간 이었,1
스릴 넘치 재미 잇게 봣 어요,1
마음 씁 쓸 햇 다음 편 안 꼭 봐 기대합,1
너무 재밌게 봤 마지막 너무 슬퍼 눈물,1
일베 집단 행동 힘 영화 보고 왔 자기 애국자 인척 좀 국가 주의 전체주의 강요 싫 뿐 댁 애국자 아니,0
그냥 애니 만들어 실사 청 불로 만들 마고 지못미,0
진짜 생각 봐 돈 않아 까운 영화 임,0
도대체 담배 피는 장면 왜 넣 하나 안 멋있고 담배 피는 장면 있어 기분 나쁨 굳이 담배 피는 장면 넣어 만 했 영화 재미있는 담배 피는 장면 때문 몰입 안 됨,0
김성수 감독 내 기억해 둔 얘 영화 다신 본 도대체 최고급 소고기 돌돔 잡탕 만들어,0
개인 재밌게 봄 원더우먼 뜬금 포지 잭 스나이더 특유 암울 히어로 분위기 참 좋 씀 다크나이트 좋아하시 분 꼭 한번 추천 해볼 함 진짜 시간 반동 안 시간 가는 몰랐 씀 호불호 갈리 정의 고찰 어 두운 히어로 영화 좋아함,1
재밌더 정말 중간 화장실 번감,1
위 애쉬 감독 영화 나와 맞지 않는 처음 어 중간 어 끝 어 만나 영화,0
그냥 그래 킬링타임 용,0
김치 배급사 노답 스크린 독점,0
스파이더맨 앤트맨 앞 기대할,1
너무 벗었,0
희 대의 개망작 할 수 있겠 스토리 쓰레기 연출 쓰레기 캐릭터 쓰레기 연기 쓰레기 카타나 사운드트랙 쓰레기 첨 좀 볼 만 하다 점점 시간 아까워 중간 나왔,0
급식 충 스파이더맨 캐리,1
즐기 자고 보는 오락 영환 데 뭘 자꾸 시나리오 따지 드냐 개그콘서트 코너 보고 내용 부실 달려들 놈 정의 구현 영화 지겹 대부분 영화 드라마 히어로 물 정의 구현 소리 하는,1
좋아하는 장르 역시 넘 재밋 봣네,1
디오 연기 하는 임 마는 임 봐 없다,0
이건 좀 아니 전부 뒤죽박죽 흐름 없고 뜬금 포 잡다 설정 완전 지금 시국 표현한,0
어바웃타임 이후 재밋 시간여행 영화 봣습니,1
짜증 나서 보 갓 수다,0
말 필요없 영화 상상 그 이상 오락 영화,1
오랜만 좋 영화 봤,1
절대 보지 당신 돈 아깝 팀 버튼 노망,0
아가씨 점령 영화관 피해 시간 맞는 영화 보게 된 정말 오랜만 마음 감동 주는 영화,1
감독 애니 정말 좋 봤 예전 느낀 왜 성우 자꾸 배우 써 몰입 갑 더 떨어뜨리냐 겁니 제발 전문 성우 좀 씁 사이비 창 돼지 왕 모두 좋아하는 진짜 몰입 감 떨어지는 건 어쩔 가 없네,0
빵빵 출연 들 속 회사 연차 쓴 김 조조 봤 이건 뭥미 임팩트 반전 내용 없고 출연 진 아깝,0
신선하고 동화 같은 영화 강동원 아역 연기 좋,1
여자친구 이영화 진짜 시간 하는 했 개인 여자친구 보지 마세 지겹,0
뻔한 한국 풍자 느껴지 좀비 영화 중요한 부분 넣은 같다,1
액션 재밌는 내용 좀 아쉽,1
잔인 요 너무 무서워,0
정말 최고 영화 입니,1
재미있었 시간 잘,1
영화관 자주 안 가는 내 또 보러 가고 싶은 그런 영화,1
별로 였 공,0
완전 몰입 시간 가는 모르 봤 로 봤 더 실감 나고 좋,1
역시 개이버 영화 내려와 평점 정상 돌아온 이 평점 점 기 찬,0
마음속 영원한 대통령 그립,1
애기 보여 꼭,0
와 정말 너무 재밌어 진짜 꼭 보시 마지막 너무 슬퍼 오열 정말 말 필요없,1
이 현실 해봐 영화 끝 싸다 맞는 현실 여자 중 영화 할 분 계심 머 좋 영화 좋 하지 문채원 유연석 배우 캐 미 볼 하나 없는 영화 진심 문채원 보려 끝 봄,0
이런 식 되새 김 원하지 않았,0
여운 남는 영화 한번 더 보고 싶,1
장난 하나 평점 지운 리셋 다시 시작하네,0
우리 현우 좋아하는 것 감사,1
저 진짜 재밌게 봤 워낙 부터 쭉 봐 왔 때문 더 더욱 재 밋었 습 진 그레이 캐릭터 컴백 너무 좋,1
영화 좀비 무서웠,0
슬픈 장면 하나 숨 죽여 오열 하게 한,1
타란티노 영화 킬빌 씬시티 황혼 것 빼 전부 별로,0
부산 행 짐 보고 영 퀄리티 낮네 한국영 시나리오 제일 문제 임 좀 더 잘 다듬 좋 섬세 하질 못,0
무슨 영 모르 비 추천,0
모든 캐릭터 어설프 재판 씬 스크립트 관련 직종 전문가 전혀 검수 없었 엉망 통쾌 함 없다 게다가 러닝 타임 쓸 길다 베테 급 재미 기대했 대 실망,0
화난 평점 알바 얼마 주냐 나도 시 분 점 쏘고 시 시 까지 쭉 점 도배 정말 징 그럽 진짜 있구 영화 구성 이상하고 액션 로맨스 스릴러 모두 무것 기대하지 마세 공감 지 들 끼리 누르는 모양,0
거 진짜 너무 하네 재미 없고 감동 없고 순 억지 에서 하는 번개 맨 재밌 겁니 돈 주고 본 너무 아까워,0
크레이지 암말 초자연적 현상 추구 짜증,0
재미없 보다 짜증 나서 중간,0
킬링타임 용 관람 하였 엑스맨 감흥 약간 떨어지는 작품,1
그냥 냥 오키도키,1
빅뱅 넘 잼 써 써,1
지루한 초 중반 그것 마지막 위해 거짓 말 되냐 중반 미치는 뭐 였 애초 효 말하면 스포 될 같고 허 접하기 짝 없네,0
좋 배우 모셔 성 영화 만들었 헐 이런 영화 만 넘게 봤 신기함 우왕 여기저기 짜 집기 소재 만들었 부자 한번 더 보는 낫,0
잊고 지냈 그 시절 꿈 잊었 믿었 그 시절 사랑 생각나서 눈물 그냥 쏟아져 내렸,1
유아인 보러 갔 강하늘 반함,1
꿀잼 재밋 보세 나 같은 남자에게 희망 주네,0
정말 시간 가는 모르 재밌게 봤,1
북 정권 적 나오면 지나치 과민반응 하는 종자 아니 극장 문안 하게 볼 있는 영화 임 입 산 평론가 평점 믿지 마세 디워 낮게 평점 준 평론가 이번 영화 얼마나 객관성 매 겼 점 수준 평론가 땜 점,1
평점 거품 빼려 점 드립니 소재 좋 누명 쓴 검사 만난 사기꾼 협력 무죄 입증 한 충분히 재밌었 즐길 있었 설정 헛점 너무 큰 같 거품 빼고 점 정도 킬링타임 훌륭한 작품 입니,0
작품 언플 만들어진 영화,0
재난 영화 긴장 스펙 타 클 전혀 없고 처음 끝 질질 질 신파극 헛웃음 짜증 진정 하느 힘들었,0
정말 최악 영화 너무 재미 없어 신랑 전 정말 자고 나왔,0
평론가 별점 장난 치 난 오랜만 좋 영화 봤,1
강동원 매력 캐릭터 잘 살렸 연기 너무 아쉬움 스토리 것 것 재밌는 설정 가져와 짜 집기 하려 수습 못 끝난 느낌 이성민 연기 살린 영화,0
이 영화 볼 시간 집 무 막장드라마 잡고 보는 더 이득 아직까지 쓰레기 애국심 팔이 영화 만들어진 현실 개탄 스러 정도 개월 날림 만들었 영화 수준 영상 애 졸작 못 수준 임,0
약 거 하게 사발 드신 히어로,1
재밌게 봤 굳 굳 굳,1
너무 재미 없 너무 허무 함,0
국내 개봉 감동,1
역시 믿고 보는 마블 영화 예고편 다가 아닌,1
재밌게 잘 봤 전문가 사칭 다니는 빨갱이 죽이,1
애 새끼 개 짜증,0
힐링 왔 너무 재밌고 웃음 만나,1
수능 끝나고 영화 총 편 봤 잭리처 버고 컹스 했 신비 동물 사전 코와 했 라라 랜드 유단 시타 했 이 영화 당신 거기 있어 는 진짜 였 시 영화 봤 아직 손 떨리,1
일본 문화 차이 일 요 이해 안되는 부분 초반 많았 온통 흩어진 사건 어떻 정리할 건지 궁금했 가장 완벽한 방법 정리 한 것 같 후반 부의 모든 장면 아주 재미있었 신비 현대 동화 성장 영화 생각했,1
봤 연애 똑같,1
번 봐 재밌다 영화 중간 중간 웃긴 장면 많 마크 다시 여전히 멋있,1
난 극장 이탈 할 있다 시간 이탈 예매하는 나를 말리 싶었,0
점 시급 김민희 망해,0
최고,1
전작 재밌,1
영화 시간 넘 짧다 재미있는 내용 없다,0
재밌다 강동원 잘생겼,1
마음 바꾸었 얼마나 좋,1
한국 영화사 부끄러운 졸작 만들어 이데올로기 사상 검증 관객 색출 하는 더러운 영화 거기 기생 하는 기생충 위한 영화,0
지루함 극치 영화 도대체 뭘 전개하는 건지,0
모든 국민 원자력 대한 위험성 무조건 덮으 하는 것 다시 알 바로 잡아 야함 보여 영화 였 감사합,1
친구 끼리 보기 연인 끼리 보기 가족 끼리 보기 참 애매 영화 임 기분 찝 찝 함,0
손예진 연기 너무 잘하네,1
너무 잼 봤,1
평점 아주,1
보고 평점 얼토 토 하여 등록 졸리 지루하고 나오고 죽는 시간 동안 무릎 아파 씀 차라리 집 티비 볼걸 평점 좋 건 왜인 건지,0
영화관 볼 수 없 정도,0
공유 아련한 눈빛 가슴 콕 박혔,1
재밋겠 참 신 사회,0
영화 한편 인간극장 본 같아,0
우리 부장 더 재미있는,0
머리 통 총 맞아 야할 진짜 알바 좀비 가득하다,0
역시 믿고 보는 갓 정민 진짜 존잼 개잼 꿀잼 거기 다가 강동원 능청 거 개 잘함 박성웅 재도 짱임 사랑해 감독 번 더 볼게,1
대박 완전 꾸르 재미,1
있는 그대로 도 믿기 않는 영화,1
할 잃게 만드는 크 거대한 스캇,0
잔잔 한 작품 메세지 좋 코믹 장르 개그 장르 이런 진정 영화 아닐,1
보는 내내 넘 힘든 영화 잔인 끔 찍 보고 넘 피곤하고 어지럽 힘듬 기분 전환하러 갔 기분 더 망침 중간 나오고 싶었,0
온갖 신파 안고 달리는 좀비 열차,0
꽤 오래전 본 거지 기존 알 내용 너무 다른 전개 당황했 기억 납,0
에디 레드 메인 연기 최고,1
감동 재밌었,1
착한 영화 이해 되는 건 아니 상업 영화로 서는 심각한 수준 거의 고딩 방송 반 작품 수준,0
더 이상 조폭 영화 아닌 다양한 시도 실험 정신 담은 영화 성공할 수 있는 그런 나라 되었,1
월드 워 여러 외국 좀비 영화 짜 집기 영화 창의성 업고 모방 있는 영화 옛날 쉬리 영화 완전히 외국 영화 좋 점 짜 집기 헷 데이 영화 아주 더하네 돈 돈돈 아깝,0
사랑 변하지 않는 사람 변하지,1
배급사 약하고 제작 투자 약해서 알바 쓰는 알 돈 들인 영화 알바 쏟아 부었나 내 살 살 지겨운 영화 첨 지금 영화 관람 하면 평 쓰는 중 까악퉤,0
그냥 한국영 전문가 평점 참고해야 된 걸 깨달,0
정말 감동 영화 입니,1
영화 란 많은 관객 호응 도 좋 하거 늘 보는 지루한 영화 만들 때 돈 들어가지 돈 들이 그만한 부가가치 돌아와 하는 이치 관객 호응 해주는 영화 실패 작 생각합,0
이영화 보는 세월호 생각 나네 하늘 다니는 여객기 물 떨어졌 전원 사는 멋진 영화 인적 요소 지금 같은 시대 꼭 배제 되 안되는 중요한 소임 알 하네,1
진짜 알바 얼마 받아 쳐 먹 고 꼭 보라 거,0
기분 좋 보고 나온 영화 입니 스케일 큰 영화 이런 영화 재밌다,1
지루하고 지루하고 지루함,0
마지막 순간 몸 전율 정말 재미있게 봣어,1
민석 나온 친구 보러 갔 진짜 재밌게 보구 간다 민석 시강 유승호 시강 유승호 지금 보 더 잘생긴,1
이 여자 무슨 바람 불었,0
휴잭맨 연기 역시 좋 태런에저튼 앞 기대되는 배우,1
역사 속 잊혀져 버린 덕혜옹주 대한 이야기 현실 속 많은 사람 교감 되어 감동 주고 다시금 시절 뼈 아픈 현실 보게 되니 지금 시대 살 제 큰 자극 된 좋 영화 꼭 한번 보길 추천 드려,1
밑 알바 티남 난 원래 왠만한 영화 재밌게 보고 남 별 로라 볼 했 하는 내용 전개 쓰레기 돈 진짜 아까 움 차라리 다른 영화 번 보는 낫,0
앞 뒤 무슨 인터뷰 넣어 두냐,0
실제 있던 영웅 얘기 입니 영화 정말 만들었 평점 점 이해 갈 정도 입니,1
완죤 재미있었 정유미 흥해,1
할리퀸 때문 점줌 할리퀸 아니었 점 도안 줬 진짜 왜 이러,0
아주 재밌게 봤 또 보고 정도,1
무슨 말 필요한 그냥 최고 임,1
절대 일어날 수 없는 판타지 같은 첫사랑 이야기 오히려 그렇 때문 더 설레는 영화 첫사랑 다룬 영화 중 가장 설렜,1
이 세상 사람 가지 나뉩 킹 프리 본 자 안 본자 나뉘 주차 연 장하 는걸 믿고 있겠,1
오랜만 재밌고 영화 다운 영화,1
두 배우 연기력 감탄 하며 봤 몰입도 장난 아니,1
쓰레기 후반 나오는 괴물 천년 유혼 나오는 괴물 같고 분장 효과 같 대박,0
재미있게 봤 생각했 좀 그러 너무 기대했,1
기대 했 지루할 틈 없더,1
몰입 감도 좋 적작 비슷하게 재미있네 전편 살짝 화려한 액션씬 추 격전 돌아왔,1
평 좋 제 껴 다가 봤 개꿀잼 거 평점 점 주는 사람 이해 못 이 무슨 말 몰 점 이런 사람 들인,1
기대 이상 재밌,1
와 진짜 이런 영화 개봉 한 자체 최악 이었 점도 아깝,0
공짜 표 생겨 봤 시간 아까워 화나는 영화 내 돈 내고 봤 쌍욕 했 거임,0
한국 좀비 또 다르 느낌 잘만 듯 마동석 기대 봤 눈 유료 시사회 너무 잼 봤,1
처음 끝 지루할 틈 없어 좋,1
많은 사람 보고 느끼는 많았 해 힘 없는 청춘 이런 결정 할 없었 현실 버린 우정 영화 보면 화나고 답답하고 만약 내 저랬 나도 그런 결정 했 같구 답답하네 이런 현실 더 공감 됩,1
웃고 또 웃고 간만 감동 영화,1
우리 만약 그랬,1
완전 유치 재밌었 오랜만 제대로 유치 재밌는 영화 본 것 같은 느낌 어린이 위한 배려 숨어 있어 다른 영화 귀여운 느낌 있어 어제 심야 보고 너무 좋,1
조연 임팩트 강한 사람 밸런스 별로,0
김성오 존재 감 하나 대박 이었,1
재밌기 만 왜 난리 이지 이상한 이슈 엮으려 하지 마라,1
이제 서야 평점 쓰 데드풀 다음 꼭 스파이디 보고,1
와우 시절 생각나서 여친 졸라 봤 미안해 죽는 알,0
그냥 생각 재미없,0
재밌어 놀라고,1
귀신 왜 상관 없고 선량 하게 살아가는 죄 없는 사람 민폐 끼 원한 풀어 대는 모르 영화 삼천포 참 잘 빠짐,0
역대 좀비 물 중 최악 한국 배경 아니 개봉 하지 했 것,0
우리 관심 사랑 절실 필요한 때,1
이병헌 잘생기 공유 잘생기 여자 칭구 말했,1
성인영화 봤 영 알 그런 좀 지루했 댓글알바 속 기분,0
의심하지 그냥 봐 혼자 꼭 봐,1
영 상미 최고 코믹 최고 봤 후회할 뻔한 영화,1
설명 불가능 뭐 하는,0
나라 위하여 자신 목숨 아끼 않는 참 군인 희생 정신 감사 드립니 시대 살 저희 많은 교훈 되는 영화 입니,1
덕혜옹주 슬픔 가슴 깊이 느껴지는 영화 손예진 연기 역시 잘하네,1
건물 부수 딸 피 라이드 세 지음 겁나 재미있,0
역시 명불허전 팀 버튼 표 판타지 시간 어떻 갔 모르 스토리 굿 영상 미도 굿 입니,1
감동 없고 재미 없고 사투리 연기 진짜 너무 못 몰입도 안되 평점 내려,0
김성수 감독 영화 계속 찍네 이 딴 시나리오 계속 투자 받는 비결 뭘 까,0
영화 화려해서 좋,1
흥행 홍보 위해 역사 왜곡 감정 팔려 하는 영화 나왔 가뜩이나 역사 의식 부족한 우리나라,0
걸 영화 진짜 감독 영화 다시 본 영화 투자 넘 출연한 넘,0
패션 오브 크라이스트 인정 이건 그닥 나무아미타불,0
영화 끝나고 나가지 못 앉아 영화 처음 였,1
영화 속 나오는 하늘 너무 예뻐 저 기분 좋아지 순수하고 예쁜 영화 입니,1
재미 감동 교훈 없고 시간 아까운 영화 시간 동안 좀비 구경하고 온 느낌 인생 최악 영화 였,0
셜록 시리즈 안 본 관객 비 추천 잔 머리 장난 평점 균형 위해 점 이 시리즈 밴 추천,0
김명민 인생 작 김영애 진짜 카리스마 터진 시간 가는 줄 모르 본 영화 정말 오랜만 요,1
호불호 명확히 갈 린 영화 솔직하게 기대 안 갔 정말 최고 였 영 상미 음악 아름다운 색채 배우 억지 않고 자연스러운 대사 관람 했 분 대 후반 셨 데 그동안 봤 영화 중 최고 하시,1
저 편 안보 그냥 마술 보고 봤 이해도 잘되 재밌었,1
진짜 힐링 되는 영화인 것 같 간만 펑펑 울었 평점 점 드리 갑,1
아이엠 스타 극장판 완전 강추,1
곡성 개 무서워 곡성 개 무서워,0
진짜 재미없 돈날렷,0
히어로 무비 만들어 한,1
스토리 무난 무난 햇 시간 짜 영화 였 지루함 없 는 신기 햇음 어느새 보니 끝남,1
눈 귀가 즐거웠 영화 한번 더 봐,1
전개 빠르 화려한 볼거리 속편 스토리 탄탄,1
처음 스릴러 무서웠 살 아이 눈 본 세상 동화 같은 모습 이었,1
이런 개연 따위 개 버린 국뽕 영화 관객 철저하게 외면 당해야 마땅하다,0
너무 재밋 데 올 웃으 봄,1
알바 많다 그냥 쓰레기,0
우리 잊으 돼 대사 없 잊 없게 만드는 영화,1
편 재밌는 판타지 영화 본 아니 그냥 영화 장르 통틀어 손 꼽 정도 와우 대해 서 스 일리 단 히오스 인물 모르 스토리 아예 몰랐 재밌었 편이 기대된 로서 넘 멋진,1
재밌네 황정민 강동원 박성웅 연기 감탄 갑,1
기대 이상 이었 배우 연기 참 좋,1
씨 돈 아까워 워킹데드 좀 본 받아,0
평점 낚였 점 넘는 수준 아니 점 중반 정도 수준 이렇 할 임팩트 주지 했 뻔한 결과 였 여주 이뻐 끝 봤 감동 아주 조금 정도 수준 평점 밸런스 맞추기 위해서 점 준,0
한국영 화의 알바 얼마나 많은 보여 영화,0
꿀잼 애닌데 영화 같은 느낌,1
편집 매니아 수준 해서 아쉽 일반 관객 쉽 접할 풀어 나갔 좋 영상 생각 화려하지 않았 각자 개성 더 부각 시켜 할 배트맨 영악 함 슈퍼맨 막강 함 원더우먼 빌런 다양하고 기발 하게 발전 시켜,1
정말 긴장감 넘치 진짜 저런 일이 발생한 난 어떤 선택 하게 될 생각 해보게 영화,1
고오 오 재료 떡볶이 집 요리하면 이런 영화 나옴,0
평 식이 지 놓는 영화 보러 갑,1
마지막 장면 첫 장면 모든 장면 명장,1
점 주고 갑 한국영 똥,0
굿굿굿굿구 수구 수구 느 롤러,1
영화 가 졸기 처음 망작,0
편 오히려 나 더 좋 재미있고 집중 좋 나 모자 장수 왤케 맘 들어,1
그냥 보면 되는 영화 역사 느낄,1
친구 보 자고 예약했 차임,0
재미나 잘 관람 했,1
스토리 엉망 제목 번개 맨 아니 루나 걸 했 합 동심 이용한 영화 임 절대로 탄 나오면 안됩,0
실제 얼굴 저런 마술 하고 다니 여자 줄 스 고도 남 따,1
감동 잼 났 영화 추천,1
진짜 뻔한 한국 재난영화 임 재난 장면 거의 나오고 사람 관계 나옴,0
정말 비추 합 참 감동 줄 수 있는 소재 내용 후반 부 로맨스 강조할 뿐 남는 참 없네 엔딩 질질 끄는 부분 강했 내용 전개 시간여행 이라 너무 오류 많아 할 잃네 감독 이름 외 다시 안 볼,0
역대 망작 중 시청자 우롱 했 이 영화 보는 관람객 우롱 했,0
역시 쿠엔틴 타란티노 잡화 점 부터 심리전 기 막혔 단점 런닝타임 그 심리전 런닝타임 짧게 느껴졌,1
진짜 재미없,0
진짜 핵 노잼 사람 절대 밤 보지 래서 기대하고 갔 이건 뭐 영화관 사람 다 웃다 나왔,0
지루함 다큐 그냥 이 내용 역사 다큐 보는 더 유익,0
진짜 대한민국 영화 수준 보여 삼류 영화 돈 시간 너무 아까웠 뜬금 없는 배역 바이러스 전개 좀비 연기 모든 어설프,0
허니 잼 쿠르 잼 허니 자꾸 르재이잉,1
진지하게 노잼 돈 아깝,0
호불호 갈릴 영화 예고편 보고 어지럽 다하는 사람 보지 마세 첨부 터끝 그러 요 전 이런 영화 나왔 대만 족 제목 그대로 하드코어 잔인 합 그런 싫어하는 사람 아예 보질 마세,1
존내 웃기 섬 짱깨 영화 아니 짱깨 영화 보는 대 들이 있어 만 화교 영화 시청 했 진짜 생각할 존나 웃기,0
초 호화 캐스팅 작가 감독 아수라 만들었 것 우리 모르 있는 현실 일면,0
영화 도중 화장실 가고 꾹 참고 끝 봤 굿,1
생각 스케일 컸 재밌었,1
판타지 영화 좋아한 꼭 봐 야할 영화 더 이상 말 필요없 마법 향연,1
기대 너무 했 봐,0
이런 식 배우 재능 낭비 시키 마세 감독,0
극장 안보 길 잘함 오 좀비 때려 잡 한국 없 좀비 사람 도안 먹음 오 코미디 물,0
이 지루한 새끼 영화 보지 마라,1
보다 말 본 시간 정말 아깝 킬링 타임 용도 아님,0
점 갈 영화 아니 영 알 네이버 들 덕 넘 기대 크게 그런 그냥 평범한 영화 였 한 점 초반 정확한 평점 듯 싶어,0
잔잔 함 긴 여운 느끼 싶다 강추 합 무엇 배우 연기 감 정선 너무 좋 영화 보면 사랑 의해 행해지는 것 선악 초월 한 생각 들었 짠 감정 긴 여운 느끼 싶다 추천합,1
알바 개 풀었 진짜,0
정말 유쾌하 서도 한편 씁 쓸 봤,1
재밌네 나름 스토리 있고 막 재밌는 아닌 중간 중간 빵 터지는 그런 있어 웃었 굿굿,1
정말 좋 정말 숨 쉬는 것 잊 몰입 했,1
잼 음 어쩌다가 마주친,1
말 순이 너무 귀엽 이제훈 연기 외모 또 다시 감탄 말 순이 홍길동 틱틱 될 때 진짜 너무 웃김,1
잡스 연기 끝내 줍니 워즈니악 싱크로 좋,1
뉴트 사랑해 후플푸프 사랑해 영화 항상 있는 영웅 심리 없어 너무 좋 해리포터 시리즈 비밀의방 제일 좋아하는 그거 다음 재밌네 다음 편 기대합 아주 많,1
영 상미 스토리 음악 모든 너무 좋,1
점도 아까워 스토리 진부 개연 성은 떨어지 표현 법 조악 스토리 중 어떤 공감 할 없게 만듭니 마지막 분 최고 말 많던 제 제일 참기 힘들었 부분 감상 포인트 뭔 진심 궁금합,0
스릴러 감성 적절히 조화롭 쓴 듯 안 본 사람 진짜 추천함,1
올해 꼭봐 야하는 영화 우리나라 이런 좀비 영화 속편 기대합,1
평점 보고 봣는데 재미 별로 였 오전 시간 보는 좀비 너무 징 그러 워 눈 감고 보기 했 야구 방망이 때리는 장면 너무 혐오 스럽 잔인 장면 기억 남네,0
원래 점 짜 리라 생각하는 평점 너무 높아 점 줍니 여긴 팬픽 쓰는 아니 평점 쓰는 입니 진짜 화나서 글 씁 보실 때 신중히 보세,0
영화 참 재미있네 굿굿굿 이런 영화 처음 심장 헤해헤 헤헤,1
난 잘 모르 그냥 취향 아님 내 취향 마스터,0
진짜 돈 개 아깝 진짜 재미없,0
강동원 능글 연기 최고,1
말 하는 알 들 멍 때림,0
정말 재미있 엇어 용 진짜 마지막 슬퍼 너무 울었 또 보고 정도 짱 좋,1
너무 재밌게 봤,1
별 하나 아깝 단 한번 영화 가 잘 나가는 시간 못 버티고 나갔 진짜 돈 아깝 시간 아까운 영화 처음 요,0
아이 좋아하고 재미있었,1
최근 본 영화 제일 재밌,1
진짜 보면 몇번 울었 모르,1
배우는 좋 내용 너무 억지 스토리 형편 없으 배우 연기 어색하고 이상한 당연 지사 이건 뭔가 하게 만든 영화 였 캐스팅 아깝,0
완 전 대박 해리포터 덕후 넘 좋 능 편이 나왛음 좋 보면 이영화 자체 감동 울뻔,1
솔직히 같은 영화 남 여주 캐릭터 완전 진부 현실 감 없는 스토리 년 사귄 남자친구 사이 권태기 힘들어 원 나잇 정당화 될 순 없 남자친구 문제 미화 된 원 나잇 풀어 나가는 이상한 영화 대사도 개 오글거림,0
와 진짜 진심 별하나 아까 움 전형 한국 억지 웃음 억지 감동,0
박평 평점 적당하다,0
동물 덕후 해리포터 덕후 해리포터 세계관 다시 볼 수 있다 것 너무 행복 간간이 언급 되는 호그와트 덤블도어 깨알 재미 게다가 주인공 에디 레드 메인 걸음걸이 연기하는 에디 완벽한 뉴트 스캐맨 더,1
전 연애영화 보면 안 거 보고 울었 정말 이영화 정말 여 라반 보 야한 생각해 영화 보는 내내 왕 대륙 설렜 꼭 보세,1
음 감동 그닥 안 닿고 재미 없고 왤케 오글거리 아노하나 정도 아니었 같은,0
보고 난후 먹 먹 여운 남네,1
너무 감동 몇번 더 봐 아까운 영화,1
너무 너무 멋있엇어,1
혹시 했 역시 호야,1
진짜 힐링 그 자체 영화 였 배우 임시완 연기 신 된 했,1
배우 연기 좋 현재 이 시대 살아가는 우리 던지는 메세지 느껴졌 독립 위해 살아가신 선조 들 감사,1
영화 보고 그냥 감사하다 말 나오네,1
처음 끝 진지하게 본 영화 화장실 가고 싶었 뒤 내용 잠깐 봤 이해 됄 꾹 참았 평론가 왜 모양 모르,1
의상 소품 배경 노래 마지막 눈빛 너무 좋,1
난 거지 아저씨 제일 먼저 죽 알 마동석 오래 사셔 놀랐,1
괜찮 그냥 보기 좋 영화,1
재밌고 슬프 정말 좋,1
재밌고 반전 있고 영화 잘 봤 노 출신 야하거 불편하지 않았 필요한 장면 이라 각 됨 촬영 가 어딘 좋,1
재밌어 굿굿,1
평론가 별점 무시하고 보시 개인 부산 행보 나,1
정말 기대하고 보러 갔 초반 의아 부분 많고 정말 지루했,0
